,Away,Away_Score,Location,Home,Home_Score,OT,Notes,Date,Conference,Season
34003,Michigan,4,at,Michigan State,5,,,1996-11-02,CCHA,1997
34005,Harvard,5,at,Brown,3,,,1996-11-02,ECAC,1997
34007,Boston College,8,at,Mass.-Lowell,4,,,1996-11-02,Hockey East,1997
34008,Boston University,6,at,Massachusetts,3,,,1996-11-02,Hockey East,1997
34009,Northeastern,4,at,New Hampshire,9,,,1996-11-02,Hockey East,1997
34002,Notre Dame,7,at,Bowling Green,5,,,1996-11-02,CCHA,1997
34012,Minnesota,6,at,Wisconsin,1,,,1996-11-02,WCHA,1997
34013,Michigan Tech,2,at,Alaska-Anchorage,3,,,1996-11-02,WCHA,1997
34014,St. Cloud State,3,at,Colorado College,6,,,1996-11-02,WCHA,1997
34016,Merrimack,3,at,Union,2,,,1996-11-02,Non-Conference,1997
34011,Northern Michigan,0,at,North Dakota,5,,,1996-11-02,WCHA,1997
34034,Scranton,1,at,Villanova,12,,,1996-11-06,Exhibition,1997
34062,RIT,6,at,Canisius,3,,,1996-11-08,Exhibition,1997
34051,Northeastern,2,at,Maine,2,ot,,1996-11-08,Hockey East,1997
34053,Wisconsin,5,at,Northern Michigan,2,,,1996-11-08,WCHA,1997
34054,Colorado College,6,at,Denver,2,,,1996-11-08,WCHA,1997
34058,MSU-Mankato,6,at,Army,4,,,1996-11-08,Non-Conference,1997
34056,Minnesota-Duluth,4,at,St. Cloud State,6,,,1996-11-08,WCHA,1997
34059,Niagara,2,at,Air Force,5,,,1996-11-08,Non-Conference,1997
34060,Notre Dame,1,at,Boston College,6,,,1996-11-08,Non-Conference,1997
34050,Providence,1,at,Boston University,4,,,1996-11-08,Hockey East,1997
34055,North Dakota,2,at,Minnesota,3,,,1996-11-08,WCHA,1997
34049,Merrimack,3,at,Mass.-Lowell,6,,,1996-11-08,Hockey East,1997
34045,Yale,3,at,St. Lawrence,7,,,1996-11-08,ECAC,1997
34046,Union,7,at,Dartmouth,3,,,1996-11-08,ECAC,1997
34044,Colgate,2,at,Harvard,1,,,1996-11-08,ECAC,1997
34043,RPI,4,at,Vermont,2,,,1996-11-08,ECAC,1997
34042,Cornell,5,at,Brown,4,,,1996-11-08,ECAC,1997
34041,Princeton,2,at,Clarkson,5,,,1996-11-08,ECAC,1997
34039,Alaska-Fairbanks,5,at,Michigan State,2,,,1996-11-08,CCHA,1997
34038,Ferris State,3,at,Bowling Green,2,,,1996-11-08,CCHA,1997
34037,Ohio State,2,at,Michigan,7,,,1996-11-08,CCHA,1997
34036,Western Michigan,4,at,Lake Superior,5,,,1996-11-08,CCHA,1997
34048,New Hampshire,1,at,Massachusetts,0,,,1996-11-08,Hockey East,1997
34078,Boston University,8,at,Providence,6,,,1996-11-09,Hockey East,1997
34079,Northeastern,4,at,Maine,3,,,1996-11-09,Hockey East,1997
34081,North Dakota,6,at,Minnesota,10,,,1996-11-09,WCHA,1997
34082,Wisconsin,4,at,Northern Michigan,3,,,1996-11-09,WCHA,1997
34077,Mass.-Lowell,2,at,Merrimack,6,,,1996-11-09,Hockey East,1997
34085,Villanova,2,at,Fairfield,1,,13,1996-11-09,Non-Conference,1997
34087,Niagara,3,at,Air Force,4,ot,,1996-11-09,Non-Conference,1997
34089,Canisius,5,at,Mercyhurst,8,,4,1996-11-09,Exhibition,1997
34083,Minnesota-Duluth,1,at,St. Cloud State,1,ot,,1996-11-09,WCHA,1997
34076,New Hampshire,5,at,Massachusetts,4,ot,,1996-11-09,Hockey East,1997
34086,MSU-Mankato,3,at,Army,5,,,1996-11-09,Non-Conference,1997
34073,Yale,5,at,Clarkson,2,,,1996-11-09,ECAC,1997
34072,Princeton,4,at,St. Lawrence,3,,,1996-11-09,ECAC,1997
34071,RPI,5,at,Dartmouth,4,,,1996-11-09,ECAC,1997
34070,Union,0,at,Vermont,1,,,1996-11-09,ECAC,1997
34069,Cornell,3,at,Harvard,2,,,1996-11-09,ECAC,1997
34067,Alaska-Fairbanks,3,at,Michigan State,5,,,1996-11-09,CCHA,1997
34066,Bowling Green,1,at,Michigan,4,,,1996-11-09,CCHA,1997
34074,Colgate,7,at,Brown,5,,,1996-11-09,ECAC,1997
34065,Ferris State,4,at,Ohio State,5,,,1996-11-09,CCHA,1997
34064,Western Michigan,3,at,Lake Superior,6,,,1996-11-09,CCHA,1997
34093,WIT,3,at,409,4,,13,1996-11-10,Exhibition,1997
34091,Denver,2,at,Colorado College,3,,,1996-11-10,WCHA,1997
34095,St. John's,3,at,MSU-Mankato,4,,,1996-11-12,Exhibition,1997
34097,RPI,0,at,Mass.-Lowell,3,,,1996-11-13,Non-Conference,1997
34099,Fairfield,5,at,Bentley,6,,,1996-11-13,Exhibition,1997
34113,Providence,4,at,Boston College,4,ot,,1996-11-15,Hockey East,1997
34123,Wis.-Eau Claire,5,at,Air Force,5,ot,,1996-11-15,Exhibition,1997
34121,St. Michael's,0,at,Army,8,,,1996-11-15,Non-Conference,1997
34119,St. Cloud State,5,at,North Dakota,2,,,1996-11-15,WCHA,1997
34118,Northern Michigan,3,at,Minnesota-Duluth,4,,,1996-11-15,WCHA,1997
34117,Alaska-Anchorage,1,at,Denver,6,,,1996-11-15,WCHA,1997
34115,Massachusetts,2,at,Merrimack,6,,,1996-11-15,Hockey East,1997
34114,Maine,3,at,New Hampshire,6,,,1996-11-15,Hockey East,1997
34112,Boston University,5,at,Northeastern,2,,,1996-11-15,Hockey East,1997
34109,Brown,3,at,Princeton,3,ot,,1996-11-15,ECAC,1997
34108,Vermont,4,at,Cornell,6,,,1996-11-15,ECAC,1997
34107,Harvard,2,at,Yale,2,ot,,1996-11-15,ECAC,1997
34105,Michigan State,1,at,Michigan,5,,,1996-11-15,CCHA,1997
34104,Bowling Green,0,at,Miami,4,,,1996-11-15,CCHA,1997
34103,Alaska-Fairbanks,2,at,Western Michigan,4,,,1996-11-15,CCHA,1997
34102,Ferris State,5,at,Notre Dame,1,,,1996-11-15,CCHA,1997
34101,Ohio State,3,at,Lake Superior,7,,,1996-11-15,CCHA,1997
34110,Dartmouth,3,at,Colgate,2,,,1996-11-15,ECAC,1997
34142,St. Cloud State,3,at,North Dakota,5,,,1996-11-16,WCHA,1997
34143,Alaska-Anchorage,2,at,Denver,2,,,1996-11-16,WCHA,1997
34144,Michigan Tech,0,at,Minnesota,3,,,1996-11-16,WCHA,1997
34146,Mass.-Lowell,4,at,Army,3,,,1996-11-16,Non-Conference,1997
34147,Union,2,vs.,RPI,0,,14,1996-11-16,Non-Conference,1997
34153,409,5,at,Mass.-Boston,5,ot,,1996-11-16,Exhibition,1997
34150,Skidmore,4,at,Villanova,2,,13,1996-11-16,Exhibition,1997
34151,Niagara,7,at,Elmira,2,,4,1996-11-16,Exhibition,1997
34152,Wis.-Eau Claire,2,at,Air Force,4,,,1996-11-16,Exhibition,1997
34154,Fairfield,1,at,389,1,ot,13,1996-11-16,Exhibition,1997
34155,Canisius,11,at,Hobart,6,,4,1996-11-16,Exhibition,1997
34141,Northern Michigan,1,at,Minnesota-Duluth,8,,,1996-11-16,WCHA,1997
34148,Ohio State,3,at,Lake Superior,9,,,1996-11-16,Non-Conference,1997
34138,Maine,5,at,New Hampshire,6,,,1996-11-16,Hockey East,1997
34137,Boston College,4,at,Providence,3,,,1996-11-16,Hockey East,1997
34136,Merrimack,5,at,Massachusetts,6,,,1996-11-16,Hockey East,1997
34135,Northeastern,1,at,Boston University,8,,,1996-11-16,Hockey East,1997
34133,Dartmouth,3,at,Cornell,6,,,1996-11-16,ECAC,1997
34132,Brown,5,at,Yale,4,,,1996-11-16,ECAC,1997
34131,Harvard,2,at,Princeton,6,,,1996-11-16,ECAC,1997
34130,Clarkson,7,at,St. Lawrence,4,,,1996-11-16,ECAC,1997
34129,Vermont,5,at,Colgate,4,,,1996-11-16,ECAC,1997
34127,Michigan,3,at,Bowling Green,3,ot,,1996-11-16,CCHA,1997
34126,Alaska-Fairbanks,5,at,Western Michigan,3,,,1996-11-16,CCHA,1997
34125,Michigan State,7,at,Ferris State,3,,,1996-11-16,CCHA,1997
34140,Wisconsin,3,at,Colorado College,7,,,1996-11-16,WCHA,1997
34162,Sacred Heart,2,at,Fairfield,7,,13,1996-11-17,Exhibition,1997
34160,MSU-Mankato,4,at,Notre Dame,3,ot,,1996-11-17,Non-Conference,1997
34163,Skidmore,4,at,Villanova,3,,13,1996-11-17,Exhibition,1997
34157,Wisconsin,4,at,Colorado College,5,,,1996-11-17,WCHA,1997
34158,Michigan Tech,0,at,Minnesota,3,,,1996-11-17,WCHA,1997
34165,Western Michigan,3,at,Ferris State,2,,,1996-11-19,CCHA,1997
34167,Brown,1,at,Harvard,2,,,1996-11-19,ECAC,1997
34169,Sacred Heart,4,at,409,3,ot,13,1996-11-19,Exhibition,1997
34170,Assumption,4,at,Fairfield,5,,,1996-11-19,Exhibition,1997
34171,Brockport,1,at,Niagara,13,,,1996-11-19,Exhibition,1997
34172,Canisius,2,at,Fredonia,1,,,1996-11-19,Exhibition,1997
34191,Minnesota-Duluth,3,at,Wisconsin,5,,,1996-11-22,WCHA,1997
34192,Minnesota,5,at,Northern Michigan,2,,,1996-11-22,WCHA,1997
34194,Brown,2,at,Michigan,5,,,1996-11-22,Non-Conference,1997
34201,St. Thomas,5,at,Air Force,3,,,1996-11-22,Exhibition,1997
34199,Holy Cross,1,at,Norwich,4,,15,1996-11-22,Exhibition,1997
34197,Connecticut,7,at,Southern Maine,2,,15,1996-11-22,Exhibition,1997
34198,Canisius,4,at,Cortland,5,,,1996-11-22,Exhibition,1997
34200,Findlay,1,at,Niagara,7,,,1996-11-22,Exhibition,1997
34190,Denver,3,at,Michigan Tech,2,,,1996-11-22,WCHA,1997
34195,Army,0,at,Massachusetts,8,,,1996-11-22,Non-Conference,1997
34189,North Dakota,2,at,Alaska-Anchorage,3,,,1996-11-22,WCHA,1997
34180,Vermont,1,at,Dartmouth,4,,,1996-11-22,ECAC,1997
34186,Boston College,3,at,New Hampshire,8,,,1996-11-22,Hockey East,1997
34185,Mass.-Lowell,4,at,Maine,5,ot,,1996-11-22,Hockey East,1997
34184,Providence,4,at,Northeastern,3,,,1996-11-22,Hockey East,1997
34182,St. Lawrence,4,at,Union,3,,,1996-11-22,ECAC,1997
34181,Clarkson,4,at,RPI,0,,,1996-11-22,ECAC,1997
34179,Colgate,3,at,Princeton,4,,,1996-11-22,ECAC,1997
34178,Cornell,3,at,Yale,4,,,1996-11-22,ECAC,1997
34176,Ferris State,2,at,Lake Superior,3,ot,,1996-11-22,CCHA,1997
34175,Michigan State,4,at,Miami,3,,,1996-11-22,CCHA,1997
34174,Notre Dame,5,at,Bowling Green,3,,,1996-11-22,CCHA,1997
34187,Merrimack,1,at,Boston University,9,,,1996-11-22,Hockey East,1997
34220,Minnesota-Duluth,4,at,Wisconsin,0,,,1996-11-23,WCHA,1997
34222,Fairfield,4,at,Canisius,8,,,1996-11-23,Non-Conference,1997
34223,Brown,2,at,Michigan,7,,,1996-11-23,Non-Conference,1997
34225,Connecticut,6,at,Salem State,7,ot,15,1996-11-23,Exhibition,1997
34226,MSU-Mankato,2,at,St. John's,4,,,1996-11-23,Exhibition,1997
34230,Villanova,4,at,Sacred Heart,8,,13,1996-11-23,Exhibition,1997
34231,409,3,at,Curry,4,,,1996-11-23,Exhibition,1997
34228,Holy Cross,1,at,Middlebury,3,,15,1996-11-23,Exhibition,1997
34229,St. Thomas,3,at,Air Force,6,,,1996-11-23,Exhibition,1997
34219,North Dakota,5,at,Alaska-Anchorage,3,,,1996-11-23,WCHA,1997
34227,Findlay,2,at,Niagara,8,,,1996-11-23,Exhibition,1997
34218,Minnesota,1,at,Northern Michigan,2,,,1996-11-23,WCHA,1997
34207,Clarkson,1,at,Union,2,,,1996-11-23,ECAC,1997
34215,Mass.-Lowell,3,at,Maine,2,ot,,1996-11-23,Hockey East,1997
34203,Ferris State,2,at,Lake Superior,3,,,1996-11-23,CCHA,1997
34204,Michigan State,5,at,Bowling Green,3,,,1996-11-23,CCHA,1997
34205,Notre Dame,3,at,Miami,4,,,1996-11-23,CCHA,1997
34208,Cornell,3,at,Princeton,1,,,1996-11-23,ECAC,1997
34217,Denver,7,at,Michigan Tech,0,,,1996-11-23,WCHA,1997
34210,St. Lawrence,3,at,RPI,6,,,1996-11-23,ECAC,1997
34212,New Hampshire,4,at,Boston College,2,,,1996-11-23,Hockey East,1997
34213,Boston University,3,at,Merrimack,3,ot,,1996-11-23,Hockey East,1997
34214,Northeastern,0,at,Providence,8,,,1996-11-23,Hockey East,1997
34209,Colgate,4,at,Yale,3,ot,,1996-11-23,ECAC,1997
34233,Fairfield,1,at,Niagara,10,,,1996-11-24,Non-Conference,1997
34234,Villanova,3,at,409,3,ot,13,1996-11-24,Non-Conference,1997
34235,Massachusetts,1,at,Vermont,4,,,1996-11-24,Non-Conference,1997
34246,Wesleyan,4,at,409,3,,,1996-11-26,Exhibition,1997
34244,Harvard,1,at,Boston University,5,,,1996-11-26,Non-Conference,1997
34243,Fairfield,0,at,Holy Cross,9,,,1996-11-26,Non-Conference,1997
34239,Yale,2,at,Princeton,4,,,1996-11-26,ECAC,1997
34237,Lake Superior,4,at,Notre Dame,3,,,1996-11-26,CCHA,1997
34241,Boston College,4,at,Northeastern,2,,,1996-11-26,Hockey East,1997
34264,RPI,2,at,Northeastern,2,ot,,1996-11-29,Non-Conference,1997
34273,Bemidji State,4,at,MSU-Mankato,4,ot,,1996-11-29,Exhibition,1997
34272,Niagara,2,at,Plattsburgh,6,,19,1996-11-29,Exhibition,1997
34271,Connecticut,3,at,Alabama-Huntsville,6,,,1996-11-29,Exhibition,1997
34269,Miami,14,at,Colgate,2,,,1996-11-29,Non-Conference,1997
34268,Air Force,1,at,Massachusetts,4,,,1996-11-29,Non-Conference,1997
34267,Boston College,3,at,Clarkson,6,,,1996-11-29,Non-Conference,1997
34266,Western Michigan,3,at,Providence,4,ot,,1996-11-29,Non-Conference,1997
34265,Holy Cross,4,at,Canisius,7,,,1996-11-29,Non-Conference,1997
34263,Merrimack,4,at,Dartmouth,6,,,1996-11-29,Non-Conference,1997
34260,Wisconsin,1,at,Michigan State,3,,18,1996-11-29,"College Hockey Showcase (at Joe Louis Arena, Detroit)",1997
34259,Minnesota,3,at,Michigan,4,ot,18,1996-11-29,"College Hockey Showcase (at Joe Louis Arena, Detroit)",1997
34257,Mass.-Lowell,3,vs.,Maine,4,,17,1996-11-29,"Governor's Cup (at Gutterson Fieldhouse, Burlington, Vt.)",1997
34256,New Hampshire,8,at,Vermont,6,,16,1996-11-29,"Governor's Cup (at Gutterson Fieldhouse, Burlington, Vt.)",1997
34254,North Dakota,8,at,Minnesota-Duluth,4,,,1996-11-29,WCHA,1997
34253,Alaska-Anchorage,2,at,Colorado College,4,,,1996-11-29,WCHA,1997
34252,St. Cloud State,3,at,Michigan Tech,3,ot,,1996-11-29,WCHA,1997
34251,Denver,3,at,Northern Michigan,4,,,1996-11-29,WCHA,1997
34249,Notre Dame,2,at,Ferris State,3,,,1996-11-29,CCHA,1997
34248,Lake Superior,4,at,Alaska-Fairbanks,3,,,1996-11-29,CCHA,1997
34262,Boston University,0,at,St. Lawrence,2,,,1996-11-29,Non-Conference,1997
34294,Air Force,2,at,Massachusetts,10,,,1996-11-30,Non-Conference,1997
34295,Boston University,1,at,Clarkson,4,,,1996-11-30,Non-Conference,1997
34296,Western Michigan,5,at,Providence,4,,,1996-11-30,Non-Conference,1997
34297,Bowdoin,3,vs.,Army,4,ot,20,1996-11-30,Non-Conference,1997
34298,Boston College,6,at,St. Lawrence,4,,,1996-11-30,Non-Conference,1997
34299,RPI,5,at,Merrimack,2,,,1996-11-30,Non-Conference,1997
34304,Army,4,vs.,Bowdoin,3,ot,22,1996-11-30,Exhibition,1997
34301,Bemidji State,5,at,MSU-Mankato,3,,,1996-11-30,Exhibition,1997
34302,Niagara,3,vs.,Norwich,7,,21,1996-11-30,Exhibition,1997
34303,Ottawa,1,at,Union,3,,,1996-11-30,Exhibition,1997
34305,Connecticut,4,at,Alabama-Huntsville,5,,,1996-11-30,Exhibition,1997
34306,Holy Cross,3,at,Hobart,6,,,1996-11-30,Exhibition,1997
34293,Miami,5,at,Cornell,4,,,1996-11-30,Non-Conference,1997
34282,North Dakota,4,at,Minnesota-Duluth,3,,,1996-11-30,WCHA,1997
34290,Minnesota,5,at,Michigan State,3,,18,1996-11-30,"College Hockey Showcase (at Joe Louis Arena, Detroit)",1997
34291,Wisconsin,4,at,Michigan,8,,18,1996-11-30,"College Hockey Showcase (at Joe Louis Arena, Detroit)",1997
34275,Notre Dame,2,at,Ferris State,6,,,1996-11-30,CCHA,1997
34276,Lake Superior,4,at,Alaska-Fairbanks,2,,,1996-11-30,CCHA,1997
34279,Princeton,2,at,Harvard,1,,,1996-11-30,ECAC,1997
34280,Yale,4,at,Brown,3,ot,,1996-11-30,ECAC,1997
34277,Ohio State,4,at,Bowling Green,10,,,1996-11-30,CCHA,1997
34284,Alaska-Anchorage,7,at,Colorado College,4,,,1996-11-30,WCHA,1997
34283,Denver,3,at,Northern Michigan,3,ot,,1996-11-30,WCHA,1997
34285,St. Cloud State,5,at,Michigan Tech,1,,,1996-11-30,WCHA,1997
34287,Mass.-Lowell,4,at,Vermont,6,,16,1996-11-30,"Governor's Cup (at Gutterson Fieldhouse, Burlington, Vt.)",1997
34288,Maine,2,vs.,New Hampshire,7,,17,1996-11-30,"Governor's Cup (at Gutterson Fieldhouse, Burlington, Vt.)",1997
34308,Bowling Green,3,at,Ohio State,6,,,1996-12-01,CCHA,1997
34309,Lake Superior,7,at,Alaska-Fairbanks,5,,,1996-12-01,CCHA,1997
34311,Northeastern,3,at,Harvard,4,,,1996-12-01,Non-Conference,1997
34312,Army,5,at,Williams,4,,,1996-12-01,Non-Conference,1997
34317,Villanova,0,at,Army,9,,,1996-12-03,Non-Conference,1997
34319,Brockport,3,at,Canisius,7,,,1996-12-03,Exhibition,1997
34316,Vermont,4,at,Providence,3,ot,,1996-12-03,Non-Conference,1997
34314,Colgate,1,at,Cornell,3,,,1996-12-03,ECAC,1997
34321,Western Michigan,1,at,Michigan,3,,,1996-12-04,CCHA,1997
34323,Fairfield,3,at,Suffolk,2,,,1996-12-04,Exhibition,1997
34325,Mass.-Lowell,5,at,Northeastern,3,,,1996-12-05,Hockey East,1997
34352,Middlebury,7,at,Connecticut,2,,15,1996-12-06,Exhibition,1997
34341,Colorado College,5,at,North Dakota,5,ot,,1996-12-06,WCHA,1997
34351,RIT,2,at,Niagara,2,ot,4,1996-12-06,Exhibition,1997
34350,Colby,0,at,Holy Cross,1,,15,1996-12-06,Exhibition,1997
34349,409,0,at,Tufts,6,,,1996-12-06,Exhibition,1997
34347,Boston University,1,at,Yale,1,ot,,1996-12-06,Non-Conference,1997
34346,Princeton,4,at,Army,4,ot,,1996-12-06,Non-Conference,1997
34344,Michigan Tech,2,at,Minnesota-Duluth,3,ot,,1996-12-06,WCHA,1997
34343,Wisconsin,6,at,Alaska-Anchorage,2,,,1996-12-06,WCHA,1997
34342,Northern Michigan,4,at,St. Cloud State,8,,,1996-12-06,WCHA,1997
34338,Massachusetts,5,at,Providence,3,,,1996-12-06,Hockey East,1997
34337,Maine,6,at,Boston College,3,,,1996-12-06,Hockey East,1997
34335,RPI,4,at,Cornell,2,,,1996-12-06,ECAC,1997
34334,Union,1,at,Colgate,4,,,1996-12-06,ECAC,1997
34333,Clarkson,8,at,Brown,4,,,1996-12-06,ECAC,1997
34332,St. Lawrence,3,at,Harvard,3,ot,,1996-12-06,ECAC,1997
34330,Notre Dame,3,at,Michigan State,4,,,1996-12-06,CCHA,1997
34329,Miami,5,at,Western Michigan,2,,,1996-12-06,CCHA,1997
34328,Ohio State,3,at,Ferris State,5,,,1996-12-06,CCHA,1997
34327,Alaska-Fairbanks,4,at,Bowling Green,7,,,1996-12-06,CCHA,1997
34339,New Hampshire,9,at,Merrimack,0,,,1996-12-06,Hockey East,1997
34370,Colorado College,3,at,North Dakota,7,,,1996-12-07,WCHA,1997
34371,Northern Michigan,1,at,St. Cloud State,3,,,1996-12-07,WCHA,1997
34373,Army,8,at,Fairfield,1,,,1996-12-07,Non-Conference,1997
34378,Canisius,4,at,Elmira,4,ot,4,1996-12-07,Exhibition,1997
34376,Norwich,6,at,Connecticut,2,,15,1996-12-07,Exhibition,1997
34377,Bowdoin,6,at,Holy Cross,3,,15,1996-12-07,Exhibition,1997
34368,Wisconsin,5,at,Alaska-Anchorage,5,ot,,1996-12-07,WCHA,1997
34375,Niagara,4,at,Mercyhurst,4,ot,4,1996-12-07,Exhibition,1997
34366,Northeastern,1,at,Mass.-Lowell,2,,,1996-12-07,Hockey East,1997
34369,Michigan Tech,2,at,Minnesota-Duluth,4,,,1996-12-07,WCHA,1997
34364,Maine,3,at,Boston College,5,,,1996-12-07,Hockey East,1997
34362,Princeton,4,at,Yale,3,,,1996-12-07,ECAC,1997
34361,RPI,3,at,Colgate,3,ot,,1996-12-07,ECAC,1997
34360,Union,3,at,Cornell,3,ot,,1996-12-07,ECAC,1997
34359,St. Lawrence,5,at,Brown,4,ot,,1996-12-07,ECAC,1997
34358,Clarkson,4,at,Harvard,5,,,1996-12-07,ECAC,1997
34356,Alaska-Fairbanks,1,at,Notre Dame,3,,,1996-12-07,CCHA,1997
34355,Michigan,7,at,Ferris State,3,,,1996-12-07,CCHA,1997
34354,Miami,6,at,Western Michigan,7,ot,,1996-12-07,CCHA,1997
34365,Merrimack,1,at,New Hampshire,4,,,1996-12-07,Hockey East,1997
34382,Villanova,0,at,Quinnipiac,9,,13,1996-12-08,Exhibition,1997
34383,389,5,at,409,4,,13,1996-12-08,Exhibition,1997
34380,Providence,1,at,Massachusetts,3,,,1996-12-08,Hockey East,1997
34385,Harvard,3,at,Union,0,,,1996-12-11,ECAC,1997
34387,Boston College,4,at,Boston University,6,,,1996-12-11,Hockey East,1997
34389,Holy Cross,3,at,Connecticut Coll,1,,15,1996-12-11,Exhibition,1997
34391,Lake Superior,2,at,Miami,5,,,1996-12-13,CCHA,1997
34392,Ohio State,5,at,Alaska-Fairbanks,4,,,1996-12-13,CCHA,1997
34394,Minnesota-Duluth,3,at,Denver,6,,,1996-12-13,WCHA,1997
34396,Princeton,7,at,Massachusetts,2,,,1996-12-13,Non-Conference,1997
34398,Gustavus Adolphu,0,at,MSU-Mankato,10,,,1996-12-13,Exhibition,1997
34411,409,3,at,Framingham State,7,,,1996-12-14,Exhibition,1997
34410,St. Thomas,5,at,MSU-Mankato,4,,,1996-12-14,Exhibition,1997
34408,Massachusetts,5,at,Dartmouth,6,,,1996-12-14,Non-Conference,1997
34406,Northern Michigan,2,at,Colorado College,7,,,1996-12-14,WCHA,1997
34402,Bowling Green,2,at,Western Michigan,2,ot,,1996-12-14,CCHA,1997
34404,Minnesota-Duluth,1,at,Denver,5,,,1996-12-14,WCHA,1997
34401,Ohio State,5,at,Alaska-Fairbanks,8,,,1996-12-14,CCHA,1997
34400,Lake Superior,3,at,Miami,4,,,1996-12-14,CCHA,1997
34405,Minnesota,4,at,St. Cloud State,1,,,1996-12-14,WCHA,1997
34413,Ohio State,4,at,Alaska-Fairbanks,7,,,1996-12-15,CCHA,1997
34415,St. Cloud State,4,at,Minnesota,3,ot,,1996-12-15,WCHA,1997
34416,Northern Michigan,3,at,Colorado College,7,,,1996-12-15,WCHA,1997
34418,Skidmore,4,at,409,3,,13,1996-12-15,Exhibition,1997
34420,MSU-Mankato,3,at,Bemidji State,6,,,1996-12-19,Exhibition,1997
34422,Alaska-Anchorage,1,at,St. Cloud State,6,,,1996-12-20,WCHA,1997
34424,Princeton,6,vs.,Union,3,,23,1996-12-20,"JC Penney Classic (at Alfond Arena, Orono, Maine)",1997
34426,Harvard,1,at,Minnesota-Duluth,3,,,1996-12-20,Non-Conference,1997
34428,MSU-Mankato,3,at,Bemidji State,2,,,1996-12-20,Exhibition,1997
34429,Dalhousie,2,at,Maine,10,,24,1996-12-20,Exhibition,1997
34438,Dalhousie,2,vs.,Union,5,,26,1996-12-21,Exhibition,1997
34436,Dartmouth,5,at,Merrimack,2,,,1996-12-21,Non-Conference,1997
34431,Alaska-Anchorage,2,at,St. Cloud State,3,ot,,1996-12-21,WCHA,1997
34433,Princeton,1,at,Maine,6,,25,1996-12-21,"JC Penney Classic (at Alfond Arena, Orono, Maine)",1997
34435,Harvard,2,at,Minnesota-Duluth,4,,,1996-12-21,Non-Conference,1997
34440,Northern Michigan,6,at,Saskatchewan,1,,27,1996-12-26,Exhibition,1997
34457,Michigan Tech,1,vs.,Michigan,6,,35,1996-12-27,"Great Lakes Invitational (at Joe Louis Arena, Detroit)",1997
34468,Pori Aces,6,at,Minnesota-Duluth,7,,,1996-12-27,Exhibition,1997
34466,Boston University,4,at,North Dakota,6,,,1996-12-27,Non-Conference,1997
34465,MSU-Mankato,2,at,Union,8,,,1996-12-27,Non-Conference,1997
34463,Yale,7,vs.,Air Force,3,,39,1996-12-27,"Denver Cup (at Denver Arena, Denver)",1997
34462,Maine,3,at,Denver,4,ot,38,1996-12-27,"Denver Cup (at Denver Arena, Denver)",1997
34460,Boston College,2,at,Minnesota,4,,37,1996-12-27,"Mariucci Classic (at 3M Arena at Mariucci, Minneapolis)",1997
34459,Clarkson,0,vs.,Miami,3,,36,1996-12-27,"Mariucci Classic (at 3M Arena at Mariucci, Minneapolis)",1997
34456,Lake Superior,5,vs.,Michigan State,0,,35,1996-12-27,"Great Lakes Invitational (at Joe Louis Arena, Detroit)",1997
34442,Merrimack,4,vs.,Colgate,3,,28,1996-12-27,"Syracuse Invitational (at Onondaga County War Memorial, Syracuse, N.Y.)",1997
34453,Colorado College,5,vs.,Vermont,0,,33,1996-12-27,"Badger Hockey Showdown (at Bradley Center, Milwaukee)",1997
34451,Ferris State,4,vs.,Ohio State,8,,32,1996-12-27,"Grand Rapids Tournament (at Van Andel Arena, Grand Rapids, Mich.)",1997
34450,St. Lawrence,5,vs.,Western Michigan,3,,32,1996-12-27,"Grand Rapids Tournament (at Van Andel Arena, Grand Rapids, Mich.)",1997
34448,Connecticut,8,vs.,Fairfield,1,,31,1996-12-27,"Quinnipiac Cup (at XL Center, Hartford, Conn.)",1997
34446,Massachusetts,5,at,RPI,9,,30,1996-12-27,"Rensselaer Invitational (at Houston Field House, Troy, N.Y.)",1997
34445,Bowling Green,4,vs.,Brown,5,ot,29,1996-12-27,"Rensselaer Invitational (at Houston Field House, Troy, N.Y.)",1997
34443,Providence,3,vs.,Cornell,4,3ot,28,1996-12-27,"Syracuse Invitational (at Onondaga County War Memorial, Syracuse, N.Y.)",1997
34454,New Hampshire,9,at,Wisconsin,7,,34,1996-12-27,"Badger Hockey Showdown (at Bradley Center, Milwaukee)",1997
34489,Yale,2,at,Denver,3,ot,38,1996-12-28,"Denver Cup (at Denver Arena, Denver)",1997
34488,Air Force,5,vs.,Maine,12,,39,1996-12-28,"Denver Cup (at Denver Arena, Denver)",1997
34491,Notre Dame,2,at,Princeton,5,,,1996-12-28,Non-Conference,1997
34486,Miami,4,at,Minnesota,7,,37,1996-12-28,"Mariucci Classic (at 3M Arena at Mariucci, Minneapolis)",1997
34493,Boston University,2,at,North Dakota,2,ot,,1996-12-28,Non-Conference,1997
34495,Northern Michigan,5,vs.,Regina,3,,40,1996-12-28,Exhibition,1997
34497,Connecticut,5,vs.,Quinnipiac,0,,42,1996-12-28,Exhibition,1997
34492,MSU-Mankato,1,at,Union,6,,,1996-12-28,Non-Conference,1997
34485,Boston College,4,vs.,Clarkson,7,,36,1996-12-28,"Mariucci Classic (at 3M Arena at Mariucci, Minneapolis)",1997
34496,Fairfield,1,vs.,Worcester State,2,,41,1996-12-28,Exhibition,1997
